leading.protein,wAP0022_d0_4A,wAP0035_d0_80A,wAP0036_d4_76A,wAP0026_d8_71A,wAP0028_d4_52A,wAP0024_d4_49A,wAP0033_d0_75A,wAP0025_d8_9A,wAP0021_d0_1A,wAP0030_d8_53A,wAP0023_d4_8A,wAP0032_d8_74A,wAP0026_d0_10A,wAP0033_d8_20A,wAP0047_d4_47A,wAP0041_d0_41A,wAP0022_d4_2A,wAP0029_d8_50A,wAP0046_d0_46A,wAP0045_d4_88A,wAP0050_d0_93A,wAP0030_d0_51A,wAP0037_d4_31A,wAP0043_d8_40A,wAP0042_d0_87A,wAP0042_d4_42A,wAP0048_d4_67A,wAP0038_d8_58A,wAP0046_d4_62A,wAP0054_d8_70A,wAP0040_d8_59A,wAP0049_d0_68A,wAP0043_d4_60A,wAP0049_d8_61A,wAP0050_d4_69A,wAP0047_d0_66A,wAP0041_d4_64A,wAP0031_d4_55A,wAP0035_d4_57A,wAP0021_d8_54A,wAP0037_d0_63A,wAP0034_d0_56A,wAP0045_d8_65A,wAP0051_d0_98A,wAP0051_d8_106A,wAP0052_d4_103A,wAP0052_d8_96A,wAP0054_d0_100A,wAP0055_d8_101A,wAP0057_d0_102A,wAP0058_d0_109A,wAP0058_d8_108A,wAP0026_d4_97A,wAP0059_d4_107A
A6NKN8,-0.720058328,-0.748900329,-1.179042787,-0.136089555,-0.412149242,-0.528614574,-1.240950692,-0.614183326,-1.662425271,-1.551925527,-0.975694807,-0.213319494,,-0.879019324,-0.946308661,-1.457829134,0.590330197,0.15645047,-0.269339025,-1.095653119,-0.15961538,-2.772980973,,-0.267080446,-1.468847561,-1.060361421,0.404673533,0.784928014,0.382241092,1.103444359,1.120991688,0.327907995,0.646912178,1.523834775,1.209246653,0.335333674,-0.270806761,0,0.124076479,-0.198554039,-0.155340461,-0.15018827,0.189920901,1.093533485,0.97101555,0.981543534,1.050110643,0.01866515,0.23334519,-0.809493903,-0.852336547,0.775699325,0.26562412,0.136872002
A6NNZ2,-0.324490469,-1.64737139,-0.401629668,1.049856611,-1.495136154,-1.657176985,-1.133219118,,-1.70780767,-0.539591499,-2.165947564,-1.487527038,-1.129407316,,-0.242035543,-1.79278333,0.927766422,-1.579243999,-0.522655503,0.021191047,-2.122582428,-1.588540119,0.135776292,-2.069950744,-1.308880343,,-0.554996768,0.975059512,-0.546645007,-0.499364981,0.513844274,0.85277455,0.441633814,-0.628601526,-1.265011026,-0.184148838,-0.181330139,0.645558588,0.324843589,0.43893797,0.362397574,1.001655125,-2.23527274,0.414017751,-0.35587371,1.459908185,-0.08141869,0.735700403,0.527181511,1.911549372,0.760034365,-0.094948814,1.91528418,0.884766584
C9JE40,0.780437348,0.250992764,0.545103883,-1.149165675,0.594116666,0.491959976,-0.130222941,0.503519132,0.467744416,0.161815181,1.058158096,-0.1353532,0.517332322,0.342535319,0.279919336,-0.073614709,0.187969624,0.866394124,-0.187845032,0.769443213,-0.229484605,-0.138801753,0.017491944,0.484714092,0.214455496,0.48167368,0.027785123,0.156967948,0.015853851,-0.742400749,0,0.162122075,-0.091049964,-0.523882305,-0.197177689,-0.199102878,0.052162501,-0.137212847,0.337902917,-0.222529839,-0.495466627,0.50395641,-0.984216193,-0.292074796,-0.376912216,-0.064798699,0.12109128,-0.018940196,-0.752900865,-1.060853675,-0.836653667,-1.133324842,0.133528776,-0.452661429
O00560,-0.923311976,-0.983687947,-0.572272093,-1.121095151,-0.724644101,-0.509953791,-1.050951899,-1.609970096,-3.66941167,1.523640223,-0.147944089,0.248288638,-0.660909372,0.82905552,-2.234975674,0.810143914,-1.982946138,1.23612966,-0.696658643,-2.064345574,0.146413597,-0.196366078,-0.212342101,0.899678062,0.22039757,-0.64737256,0.875290234,0.594026937,0.132451658,-0.385311581,0.391759687,0.025816421,0.326484953,0.346551574,0.056246801,-0.303262242,0.913099671,0.334198258,0.231750671,-0.616719652,0.557496493,0.067299701,1.016751801,0.391640831,0.455244869,-0.863339503,-0.351803822,0.318380524,0.200840082,-0.848657216,1.115189878,-0.594718277,1.312797978,-1.066790409
O14737,-0.482438173,-0.391187306,0.037689603,0.460162144,0.297706202,-0.303965823,-0.600888195,-1.506792878,0.052711614,-0.278065397,-0.418086921,-0.712094892,-0.434283728,-0.594805685,-0.297809134,-0.026161602,0.039406651,-0.512169698,-0.030781127,-0.343994974,0.212623229,-0.160105278,-4.694278598,-0.718253332,0.147053665,-0.105653811,0.234846243,0.49146525,-0.11739699,0.071517695,0.255759195,0.509981796,0.518237054,0.293944851,0.44499951,0.500483298,0.13709877,0.615692719,0.110950609,0.471111154,0.301930563,-0.445834015,0.237961542,0.734265137,0.582576795,0.354200747,0.101134666,-0.183128003,0.037255849,0.263105026,-0.02433195,0.258184749,0.35456496,0.479799613
O14965,-0.733807805,-1.287063666,-1.263190638,0.619237405,-1.337171104,-1.943397214,-1.145382512,-1.366496746,-1.117561774,-1.186175679,-1.610372678,-0.029814548,-1.11455442,-1.977028672,-0.94766772,-0.95561329,-1.640251964,-1.153114264,-1.127550861,-0.421576958,0.842637883,-0.935736958,-1.068448883,-1.256548819,-0.63832657,-0.753907931,0.353329233,0.230765693,0.48618768,0.261578348,0.157472115,0.280249303,-0.028379476,0.244002027,0.416710043,0.237764149,0.193351888,0.66139021,0.424271722,-0.353216209,-0.137990317,0.445252784,0.593804633,0.138227658,0.28055632,0.529341891,-0.02515163,-0.226243147,0.217724538,0.409481379,0.150886449,-0.014028389,0.561115654,0.068729492
O60566,-0.400300964,-1.587188254,-1.194012605,-0.460399065,-0.977996746,-0.545159704,-1.919584019,-1.112923907,-0.49431501,-1.001073885,-1.137694251,-0.024743337,-0.207638974,-1.415046851,-0.891778305,-1.055028123,0.075029157,-0.574126885,0.095404126,-0.671462619,-0.302249831,-1.080682502,0.085115743,-1.094029637,-0.75995403,-1.151670853,0.24246295,0.56914557,-0.305262962,-0.728992469,0.195251495,-0.182768408,0.064712362,0.734660752,-0.33666908,-0.394774303,0.337986119,0.939663361,0.262659892,0.447217554,0.175293797,-0.436896899,0.895806137,0.01431565,0.444844334,0.012091384,0.348638148,0.086332945,0.13748984,0.012822051,0.106006941,0.774273348,0.33606019,0.270036267
O60825-2,-1.135169924,0.023796913,-0.713859904,-0.55542143,-1.445073506,-0.875955726,-0.640190739,-0.140646222,,-1.260534074,0.082606838,-0.108916496,-0.983935057,,0,0.930855997,-2.024712454,0.222281272,0.749156514,-0.083205162,-0.819127791,-1.088384485,,,0.413376891,-1.141705363,-0.248170827,0.634488928,0.801171664,-0.164251429,0.719917872,1.644825085,0.570204753,,0.652008265,-0.142548448,1.216762709,0.960613348,1.146753317,1.131546358,0.223307599,0.434551221,,0.171536114,-0.309761292,0.610502592,-0.05878611,,-1.77001905,-0.226834621,-0.12578232,,-0.7471333,-0.165907807
O60884,0.559071116,0.291907956,-0.487022163,-1.359682786,0.444477959,0.405849692,0.299365859,-0.22091032,1.071963877,-0.444291598,0.213257585,-0.472057733,0.099331101,0.729720595,-0.041996128,0.386021386,-0.90089495,0.127774545,0.239187461,0.307921133,0.479430657,-0.314673366,0.900011507,0.351632209,-0.277449218,0.300883361,-0.941979421,-0.199903516,0.058055706,-0.603436819,-0.76191935,-0.012782328,-0.452134312,-0.608932154,0.412197082,0.113047959,0.392708281,-0.042724893,0.333171455,0.086843713,0,0.02475577,-0.985754482,-1.032445877,-1.357349204,0.096583925,-0.866559387,-0.411766559,-0.521572842,0.042955211,0.052150076,-0.286456122,-0.076211255,-0.567523192
O75347,0.38055887,-0.205414508,-0.032284168,0.350868595,-0.735164404,-0.8378834,-0.132680078,-1.389076772,-0.444271152,-0.219195444,-0.270827662,0.018626921,0.053326582,-0.444528032,0.38728044,-0.407926419,-0.433162963,-0.303869719,-0.37140864,-0.239677574,-0.96661321,-0.465556378,0.232062256,-1.008282892,-0.079064265,0.027155605,0.199981853,-0.049759966,-0.062788605,0.038519759,0.017893387,0.089054774,0.470725216,0.818524348,0.517111581,0.728561528,0.303236098,0.751864404,-0.342873074,0.576529234,0.87284726,-0.755950491,0.967114329,-0.069234297,1.04142883,0.057126175,0.539052233,0.378678685,0.002691785,0.324011874,-1.197961478,-0.055900705,-0.082163663,0.735755587
O75600,0.728259118,-0.709574495,1.007651692,-0.942349322,-1.701363496,0.531146767,1.107194223,1.13826689,0.939757593,0.419508794,-1.313551712,1.413618492,-1.274974947,0.379858365,-0.34638523,1.184839574,0.330689063,2.125704635,-0.71952967,-0.402783927,0.404876951,-1.15642746,0.19964429,1.747752524,-0.805157477,-0.467410429,-2.152996197,-1.096497959,-0.083908314,-4.35207471,0.624687166,-0.511758472,-0.476802041,-1.751648261,-0.243146653,,-0.364016019,-0.783276198,-2.678951869,1.148423709,-1.133153979,0.796137335,0.761215487,-1.246114241,-1.377853643,-1.412906133,-0.489399704,-1.921643536,-1.393274022,-0.83048797,-1.147020792,-1.23011197,-0.281011949,
O94760,1.348905167,0.64416475,1.214829993,0.496835535,0.163602653,1.036603817,1.28879633,1.365924271,0.703959762,0.359602222,1.147898412,0.625919041,0.735203546,1.112528205,-1.884437252,-0.03391113,0.706718139,0.647191426,-0.066869339,1.107368479,-0.21765637,0.012519485,3.282425273,0.276515613,-0.231665619,-1.89334232,-0.102356789,-0.971467702,-0.210706386,-0.696359218,-0.188042616,-0.630947563,0.145477841,0.015669149,0.332157614,-0.810483174,-0.991618007,0.827935683,0.394013861,0.7014612,-0.436219081,-0.374364422,1.381152697,-0.970965274,-0.361016195,-0.950295649,0.439297258,-0.205273831,-0.54443311,-0.440712482,0.803214543,-0.256595699,-0.035236956,-1.506277185
O94988,0.165291345,-3.010747511,-2.183121192,-0.406426252,-1.506424159,-2.105333919,,-2.106203508,,-1.37734296,-2.456217676,-0.904605863,,-0.981281437,-1.400736557,-2.004743881,,-0.767636509,,-2.156279595,,-1.1504757,,-1.611856244,-0.700611991,-1.451770063,0.024697489,0.333379985,-0.482511129,-0.074217717,0.447103418,0.333333341,0.982101734,-0.617285219,-0.532734754,0.476072093,0.662776534,0.178557839,0.480593939,0.295283524,-0.920333551,0.251291545,-0.826031801,-1.581519443,-0.609703945,0.217901781,0.896059274,0.361579562,-0.230510807,0.160094965,0.210051909,-0.289862364,0.309497982,-0.508187415
O95433,-0.195625654,-0.492447266,-0.511327977,0.12678651,0.03820183,-0.232994575,-0.761656588,-0.332450268,-0.125502519,-0.603957081,-0.713655457,0.015762332,-0.190372989,-0.668355358,0.284859146,-0.35178879,-0.633425356,-0.70197986,-0.279512498,-0.917524307,-0.508652358,-0.470025789,,-0.197668208,0.000791757,-0.468396245,0.338139109,0.490344946,0.27483619,0.922231742,0.581424595,0.488542848,-0.500248268,0.231129545,0.781604065,-0.32468062,0.542090607,0.413695723,0.253253166,-0.649191211,0.310603671,0.401166775,0.065784767,-0.720406006,-0.184712111,-0.087036801,0.277660997,0.25824217,0.637480382,-0.086338707,-0.000138571,-0.539947452,0.23448583,-0.032662363
P00338,-0.641567132,0.622333231,-0.482383034,0.256466827,0.280699307,0.4687731,2.703896591,0.25722772,1.419595138,1.015519462,0.840431084,1.164166128,1.920011726,2.118256369,2.249207157,-0.717399861,,0.468106808,2.643834308,1.574266387,-0.322543789,1.033189319,0.38493641,0.205194315,3.051460672,,,-1.506898748,0.386698506,,-1.134873499,-1.540902708,-1.292504665,,-1.428101101,,-0.076725932,-0.040963729,-2.350006115,,0.833667407,,1.234916946,1.103432983,-0.969375911,-0.835254496,-1.971497976,,-0.564877881,0.02594828,-0.443562237,-0.840928643,-0.42571071,0
P07339,0.802025829,-0.096804005,0.972890504,-0.411300428,1.152743014,0.528521572,1.544116108,1.613290935,0.165044584,1.112013862,1.046597261,-0.171889536,0.573890234,0.588887504,0.886756896,0.588416332,0.307530775,0.664557265,-0.923707132,0.685356201,0.635721823,0.740080427,0.021696541,0.049649709,1.136135196,-0.090730817,-0.719806901,-0.939542221,-1.00999611,-1.628533525,0.185858334,0.410918304,-0.848124695,1.053051264,-1.858754919,-0.556018478,-0.39620326,-0.252903575,0,-1.26973666,-1.0779676,-0.293813179,-1.128066481,0.070825903,-2.111759578,-0.763856862,-0.321805116,0.168831886,-0.680873354,0.315089153,0.205199845,-0.382986887,-0.079534488,-0.793239799
P07437,-0.593485167,0.411985791,0.637931984,0.444643875,-0.996134091,-0.02085091,2.769630244,0.404363597,0.953825876,1.039783421,1.416448767,1.885024643,-0.873268203,1.907059232,1.874739149,0.62971873,-2.545387886,-0.552228455,1.557160482,1.509070131,0.01682606,-0.475990892,0.321954596,0.673943769,2.319748212,-0.598372033,-1.394924893,-1.063432104,-0.616976812,-2.04025694,-1.002552245,-0.625979377,-0.618651108,-0.473043403,0.297922715,0.641584183,-0.011813399,-0.103370845,0.372163521,-0.493549691,0.566829541,-0.006605843,,0.018065751,-0.896448462,0.538590327,-0.486977019,-1.03432724,0.484777305,0.861948849,0.363586661,-0.880416874,0.006575734,0.152007758
P07858,1.217271019,0.342113736,0.676761787,1.017117351,1.482651609,1.358533748,0.506891402,0.63046582,0.02369949,0.576316101,0.908915859,0.316898158,1.512838339,0.288193219,-0.76790258,0.427655297,1.246674558,-0.579776477,-0.668481824,-0.155910811,-0.471032914,1.133413292,0.96706373,-0.504585681,-0.426606026,0.597155888,0.218733687,-0.572817026,-0.742512249,-0.720628238,-0.002595993,-0.687671852,-2.192753998,-2.19286158,-2.061271372,-4.318382858,-1.393226455,-0.328252886,0.275143117,-1.677104048,0.015894321,-0.52083429,-0.392899174,-0.616592027,-0.648022274,-0.775906616,-0.11566275,-0.94967881,-0.082980472,-1.196035242,-0.729635594,-0.255943918,1.011453458,-1.102534257
P08708,0.642988507,0.050301841,-0.371223154,,0.930272039,1.095809647,0.276488823,0.112759593,1.311621774,0.203390757,0.373123165,0.16607439,0.77309235,-0.238003683,-0.543987631,0.644757659,,,0.151232544,-0.227679103,0.311142673,0.281907332,,-1.331575757,0.467401168,0.167668921,-0.419518331,-0.023947434,-1.503206201,-0.953856869,0.791369067,-0.718454437,,,-0.083117047,-0.908144636,-1.555991182,-0.131761315,-0.493049939,0.62057421,-0.508247671,0.10356096,,0.761857161,0.62511664,-1.282042902,-1.180470379,-0.513412403,,0.02355641,0.281016685,-1.440635401,-0.04418124,0.110180481
P08865,0.719672907,-0.133751715,-0.599796284,-1.210164255,0.180660816,0.12595283,1.235984141,-0.088629024,0.824090671,0.455700927,0.445034073,-0.108554323,0.335695256,0.642744842,0.860017218,0.142541154,0.178939379,0.174308147,0.083191063,0.714781433,0.303937553,0.27050633,-0.367110178,0.305285097,0.857272812,0.262866104,-0.262912562,0.048573778,0.002216709,0.296543244,-0.066858021,0.028509944,-0.514053132,-0.83923267,0.130401988,-0.364739317,-0.398683043,-0.308531755,-0.149029251,0.139774746,-0.101479584,0.464997232,,-0.540302306,-1.635204719,-0.253050622,-0.068338348,0.106344862,-0.442848618,-0.212343525,-0.256095933,-1.099511649,-0.017398189,-0.633774814
P0C1S8,,-1.56056147,-1.97573132,-0.148880769,-0.98067139,0,-0.891621563,-1.969034142,-2.118387715,-3.137819675,-1.468879342,-1.737622445,-1.708813394,-0.672696896,-1.152145021,-1.042735597,,-0.496592462,-1.291012156,-1.688284373,-0.385580717,-2.023924828,1.101778538,1.136136654,-1.308457843,-0.372548279,0.549988269,0.446373744,0.690500814,0.03262632,0.314030331,0.769617272,0.49070402,0.61635819,0.008083511,-0.036234848,0.143297123,0.633523959,-0.001941828,-0.629866921,0.118146059,0.523438986,0.003477094,0.160258287,-0.570406343,0.295670756,0.229077955,-0.412673731,-0.48830032,0.053817329,0.300369766,0.058567923,0.71704331,0.464343252
P10909,-2.10360577,0.313805305,0.326779052,-0.060756277,-0.910266564,-0.696603363,-0.716519567,-1.269465852,-2.805519271,0.806540487,-0.988811505,-0.610271285,-1.954946616,0.729292466,-0.341353209,0.95291357,-2.043888042,-0.618210807,-0.045852358,-0.307947592,-0.084046018,-0.354639133,-0.708721162,-0.093979564,0.440257126,0.16164572,-0.476938555,-0.222463703,0.006871938,-0.358017605,0.658672516,0.262929125,0.419468351,0.427737559,0.143861302,0.021109095,0.598847178,1.415865684,0.115681775,0.418793007,0.695113409,0.673504189,0.251812582,0.728314551,0.865243335,-0.239010338,0.732453061,0.284162025,-0.100080791,0.059114853,0.108695253,0.300227908,0.650604703,1.81718879
P12004,-0.928753559,-1.426623439,-1.265612182,0.740001991,-1.750601825,-1.682835095,-1.125506303,-2.35486094,-1.825838776,-1.73485588,-1.73810514,-1.75987037,-1.028359988,-1.884179225,-1.120977317,-1.697813393,-1.157981993,-1.824865893,-0.397530189,-1.630668653,-1.448894638,-1.533686342,,-1.616331138,-1.337756609,-1.437905842,0.587254448,0.385419426,0.400130848,0.305570716,0.714055746,0.573471793,0.759781534,0.423460891,0.331162304,0.303709425,0.627233466,0.514356761,0.230268269,-0.029115587,0.764951218,1.182146788,-0.046641742,0.310352758,0.262840953,-0.020124087,-0.170034465,0.364780426,-0.068955436,0.128524143,0.597046141,0.182789769,0.641873755,0.498633388
P19823,-0.901432033,1.319440109,-0.751895445,-0.65702952,-1.650546061,-0.99717896,-0.478950223,,-1.228018163,-0.018461954,-1.50784854,-1.136566512,-0.48621113,1.08451683,-1.156368018,-0.585124079,-1.287772487,-0.841462077,2.069591165,0.340250855,-0.03068255,0.990430121,-2.342477004,0.884875507,1.468051848,0.733854969,0.639758319,0.940176349,0.196501961,-0.598679295,1.300354472,1.484774031,0.559021227,0.176475576,0.531769856,0.367944026,0.161241832,-0.009136026,-0.337200078,2.07872988,1.881947858,0.072511375,1.218314821,1.041434691,1.978820663,1.834074467,-0.33329983,1.171750277,0.009078535,1.864161277,0.394858293,1.550914636,1.698690636,2.110409849
P19827,-0.399011973,0.7445334,-0.504527481,-1.603026296,-1.71620309,-1.656738273,-0.00162387,-0.499063931,-1.558172408,-0.035357404,-0.265085301,-0.822457014,-0.794644758,1.591015826,-1.883611267,-0.17190613,-1.27117401,-0.236464761,2.229641566,-0.29558613,-0.176139552,1.183463627,-2.059231144,0.64801085,0.585711157,0.700817748,0.464416212,0.677440236,-0.467554355,-0.636630829,1.164965384,0.752267036,1.072602802,-1.702007092,1.215286868,1.020686215,0.178412945,-0.102514812,0.061734169,2.024921779,1.495972219,0.073617266,0.649842737,0.279516392,1.445593937,1.173775087,-0.878492143,0.575405207,-0.01129734,1.294852417,0.385833792,1.231495958,1.370633622,1.77027018
P21333,0.28518898,0.393203625,0.342663987,-0.418501646,0.17941467,-0.494247256,0.504544839,0.694765687,-0.020991541,0.280118804,0.494064652,0.387923891,-0.190444132,0.439938028,0.891902499,0.310049987,-0.099049431,-0.172346969,0.551068981,0.52858257,0.451157939,-0.454316194,-0.027626308,0.369530184,0.949165047,0.384182486,0.21955753,-0.5842524,-0.479300973,-0.214351489,-0.13803414,-0.945077827,0.057723776,-0.296956646,-0.48970095,0.047461946,-0.342774135,-0.650645547,-0.304622427,-0.378439025,-0.601832735,-1.033340856,-1.094154833,-0.527971449,-0.392793437,-0.859550236,-0.326535747,-0.302117167,0.390682808,-0.529430695,0.045056674,-0.24414474,-0.747381914,0.1886894
