leading.protein,wAP0022_d0_4A,wAP0035_d0_80A,wAP0036_d4_76A,wAP0026_d8_71A,wAP0028_d4_52A,wAP0024_d4_49A,wAP0033_d0_75A,wAP0025_d8_9A,wAP0021_d0_1A,wAP0030_d8_53A,wAP0023_d4_8A,wAP0032_d8_74A,wAP0026_d0_10A,wAP0033_d8_20A,wAP0047_d4_47A,wAP0041_d0_41A,wAP0022_d4_2A,wAP0029_d8_50A,wAP0046_d0_46A,wAP0045_d4_88A,wAP0050_d0_93A,wAP0030_d0_51A,wAP0037_d4_31A,wAP0043_d8_40A,wAP0042_d0_87A,wAP0042_d4_42A,wAP0048_d4_67A,wAP0038_d8_58A,wAP0046_d4_62A,wAP0054_d8_70A,wAP0040_d8_59A,wAP0049_d0_68A,wAP0043_d4_60A,wAP0049_d8_61A,wAP0050_d4_69A,wAP0047_d0_66A,wAP0041_d4_64A,wAP0031_d4_55A,wAP0035_d4_57A,wAP0021_d8_54A,wAP0037_d0_63A,wAP0034_d0_56A,wAP0045_d8_65A,wAP0051_d0_98A,wAP0051_d8_106A,wAP0052_d4_103A,wAP0052_d8_96A,wAP0054_d0_100A,wAP0055_d8_101A,wAP0057_d0_102A,wAP0058_d0_109A,wAP0058_d8_108A,wAP0026_d4_97A,wAP0059_d4_107A
Q13277,-0.876623789,0,-0.135039216,0.08183819,0.110750378,-0.728891416,-1.147485123,-0.412347649,-0.986932716,-0.475494126,-0.006127099,0.418986369,0.112735906,-0.158292941,0.155310541,-1.552594,0.466925286,0.164674015,0.380508953,-0.064224135,1.054271321,0.010238774,-0.577100251,0.590612088,-0.576097455,-1.103446272,-0.429968048,0.77925544,0.184885218,0.290034631,-0.26938406,0.338554065,0.289326579,0.669691124,0.838508129,0.873601822,-0.246034664,-0.100089931,0.226695931,0.039196167,0.59431523,0.333944742,,-0.063775073,0.350887527,-0.214971168,-0.54338902,0.946468711,0.553595953,-0.161595102,0.349498782,0.995339207,0.643599203,0.460048442
Q14108,-0.285927533,-0.109069611,-0.046595138,-0.341194244,-1.165271444,-0.055931411,-0.091088069,-0.071722254,-0.043683667,0.603808324,-0.336997641,0.410856005,-0.540828995,-0.458590144,-0.254623112,-0.73681157,-0.766262476,-1.041847265,0.115756075,-0.430954935,0.092726324,0.001988109,0.034624581,0.534458029,0.433574573,-0.034008882,0.2228063,0.345729513,0.012691777,0.915210782,-0.633577078,0.635277438,-0.55098991,2.58764606,0.324481933,-0.244576226,0.179980418,0,0.492621699,0.136519267,-0.078467143,-0.548582917,-0.864712105,0.416218803,0.489241845,1.05908088,0.284091001,0.383432138,0.626558299,0.908948722,-0.267931213,0.236168546,0.315667217,0.124165526
Q14203,0.28994186,0.294821753,0.549688649,-0.05306133,0.398778674,0.443555988,-0.405423425,0.290057947,0.612645649,0.068359538,0.723263195,-0.042954785,0.63848463,0.026191379,-1.233395318,0.702786794,-0.703107756,0.35951384,-0.956121162,-0.235740442,-0.298608777,-0.194449311,0.697323064,-1.092337859,0.208378553,0.709131981,-0.336038213,-1.083854314,-1.41813088,-0.086739559,-0.415531213,-0.418282836,-0.666321582,,-0.393400903,0.009010843,-0.002464419,0,-0.313041328,0.048904352,0.401762469,-0.738772065,-2.976057408,-0.112127924,-0.125209816,0.411210524,0.339981524,-0.022359475,0.464475781,0.433197614,-0.054882223,-0.28624252,0.007820592,-0.865035627
Q16658,0.461053065,1.730291101,0.343227675,0.287180642,-0.112669277,-0.010109852,2.26523051,-0.009948576,0.999689018,1.31809477,1.186676805,1.96230112,0.629597247,1.467707299,0.840310799,-0.267052604,0.304110577,1.045757168,1.745104992,2.210906414,-0.397120078,-0.264017154,1.54623881,-0.237049478,1.84170168,0.643950975,-0.676229248,0.174856069,-0.329686642,-1.124663642,-1.159909585,-1.625143167,-1.461537102,0.087664322,-0.840264104,-0.591910278,-0.327824364,0.591348313,-0.122288136,-0.911741114,-1.206991241,-1.250611055,-0.100831505,0.895357141,1.411583188,-0.037383654,0.189677381,-0.649913141,1.498369651,-0.570521795,0.281487352,0.009880442,-0.238450234,0.052854194
Q6GMV3,1.69943366,-0.306165121,-0.703715764,0.374079388,0.586756061,-0.018658585,0.111100913,-0.461779143,-1.274779331,-0.2029392,0.186027283,-0.463870389,-0.114727588,-0.217779752,-0.188788284,0.325795694,-0.551473645,0,0.184828364,-0.509946853,-0.267160456,-0.923701631,-0.9298073,-1.239575308,0.204694307,0.025154195,-0.28292494,0.102083489,0.447678749,0.440031319,0.036731806,0.550834782,-0.242280197,-0.025128559,0.266730378,0.628450129,0.141426096,0.021083825,0.336623869,-0.257027726,-0.112876604,-0.188552864,0.387855425,0.368008379,0.587092175,0.406453676,-0.033943281,0.099398719,0.297003845,0.444233556,0.528202409,0.444444039,-0.32827037,0.468542525
Q6IMN6,0.21065906,0.350039975,1.060674637,-1.07440794,0.09829341,0.499463761,0.729796611,0.149272192,0.018526632,0.925938568,0.823709416,-0.894302899,0.02822405,-0.01884767,0.31865586,0.481069796,0.978410287,-0.4036953,-0.480896073,0.205948655,0.93195109,0.921007624,0.368934699,-0.059484512,0.382349063,0.125151485,-0.160834614,-0.907264229,-0.3682106,-1.335166396,-0.112716644,0.317023802,-0.207772306,-0.459714339,-0.400978683,-0.650627463,0.28489842,0.499487117,-0.325322001,0.433617369,-1.483142112,-0.097955792,-0.537705367,-0.317600519,-0.791949552,-1.111986594,-0.311604003,-0.0310174,-0.581769846,-0.534918463,-0.531725032,-1.858792682,-0.300182931,-1.088577974
Q6RW13,-1.152082371,-1.479958305,0.312224554,-1.106880884,-0.634686252,0.185183492,-0.585152981,-0.66111463,-0.488370868,-0.802042961,0.282763623,-1.135479663,-0.743663366,-0.694692251,0.367531544,0.158474113,-1.010223361,-1.140597615,-0.470697064,-0.081792242,0.236578917,-0.680040193,-0.174782322,-1.611548584,-2.67444031,-2.050650385,-1.381519197,0.521192793,-0.453764253,-0.389622388,0.19538606,0.850228401,-0.147794963,0.413614419,-0.307579355,0.445740029,0.115639483,-2.402313874,-1.662270763,0.421922219,-0.784356115,0.616508733,-0.904221583,0.596784913,-0.013535481,1.233003507,0.837013722,0.083494662,0.300583861,0.013409669,0.655547837,0.676804364,-0.395489175,0.558509143
Q6UW68,-1.137739669,-0.337014311,-0.393288826,0.028554522,-1.015731183,-0.376300347,-0.596297911,0.578426245,-0.828215419,-0.359035729,-1.181387623,0.103968698,-0.37561495,0.412021414,-0.440687982,-0.434375998,-0.378753362,-0.431400907,0.75533629,-0.243073677,0.023754813,-0.423731319,0.635610708,0.579200203,-0.580117821,-0.096698524,0.655693443,0.464948212,-0.301406203,0.592487477,0.258736414,0.128095523,0.140851987,0.771409942,0.462921584,-0.293915002,0.257488731,-0.051751944,0.13438767,0.388462983,0.28077367,-0.172992341,0.614126424,0.140331904,0.323623374,0.038272624,0.210399598,-0.184118584,0.514633022,-0.025070652,-1.018593869,0.785894595,-0.575282864,0.438510405
Q86SH2,0.340216075,0.809297295,1.028879383,-1.599453464,1.13475736,-0.247601707,1.130523872,0.496718853,2.158444893,0.94605534,1.299862503,-0.918028786,-0.886880779,0.190762451,0.783410065,0.986134211,0.656970026,0.549991564,0.148592678,1.051043781,0.52638699,0.58813065,1.870773421,0.718165923,0.617275531,1.447533985,-2.591121839,,-0.972182209,-0.700925636,-1.869506615,0.212044191,-1.830105457,-1.172380252,-1.104032744,,-1.616448326,0.312294934,,,0.09597485,,1.187718364,-2.72420977,-0.104309166,-1.134182555,-1.257434339,-1.675940705,0.069358752,-2.5410321,-0.018978921,-3.477222178,,0.481466373
Q8IZA3,0.945168552,1.087653573,0.489920187,-0.025289225,0.666976908,0.550309204,-0.061553198,0.090919543,0.769573648,0.740191762,0.566930416,0.019532131,0.075268697,0.593316289,0.695110508,0.80496331,-0.022764219,0.431465832,0.598377802,0.937076225,1.053117606,0.708375607,0.138716918,0.984713447,0.690840592,1.004308224,-0.599446882,-1.786189494,-0.725235315,-0.015925093,-0.745501937,-0.627322247,0.453439108,-0.425603789,0.062671046,-0.183559125,-0.212392504,-0.534943035,-0.328220438,-0.56114605,-0.699864161,-0.437678292,0.091106148,-0.879818332,0.017389848,0.408935487,0.363255303,0,0.25233497,0.143135338,-0.160810383,0.273191206,-0.562179717,0.456773392
Q8WTV0-2,,-0.902759472,-1.563116604,0.432023245,-0.139778336,0.580063083,-0.775751189,-0.923694402,-1.888185725,-0.058331627,-1.048662444,-0.38732534,-0.585383497,1.18901392,-0.396705705,0.047599702,,-0.700815197,1.145773245,0.119850438,-1.485791163,-0.482330554,-0.427103779,-0.627673593,0.567997333,-0.071046497,-0.360128375,-0.025603326,0.034051595,0.7705325,0.7501211,0.731372997,0.335203425,0.791078282,0.610238487,,0.828961968,1.825143525,0.39403355,1.056552633,1.213186325,-1.303604615,-0.194381424,0.391813249,-0.500485631,0.151194739,-0.164027487,0.196027719,-0.029736647,0.727011026,0.875396605,-0.249507024,0.7293649,2.061523119
Q8WVJ2,-0.696446818,-0.452218766,-0.580156889,-0.168042377,0.067809746,-0.305955892,,-0.437484031,-0.712758249,-0.728297433,-0.295370631,-0.495901494,-1.025016366,-0.520670783,0.079362956,-0.452683198,-2.103421985,,-0.619360008,-0.520136436,0.32995335,0.482627715,,-0.427095408,-0.560243722,-0.262141402,0.45614202,-0.427036293,-0.749846111,0.603185618,0.648278481,0.617293164,0.486747155,1.751000451,0.353341764,0.104263705,-0.013517881,0.393437366,0.305267885,1.093250305,0.060959083,-0.85658104,0.711452101,0.498510155,0.850228917,0,0.041361532,-0.470525983,0.869601661,0.071749429,-0.212507053,0.779341689,-0.258005264,0.70584888
Q96CW5,0.616446952,1.166351025,0.357355344,,0.094132948,0.668218142,-0.457757162,1.474492523,3.53063436,0.912495147,0.931779575,0.77864099,-0.164271556,-0.243153026,0.096650791,0.686131448,-0.218467236,0.354819055,-0.611951083,0.815341297,-0.026402819,-0.207291161,-0.215448268,-0.779316556,0.053881423,-0.325244337,,-0.547876267,-0.555277151,-0.348985408,-0.629096148,-1.538290675,,-1.008041134,-0.098572854,-0.935451293,0.043509274,-0.851015525,0.965002048,0.152220337,-0.050102024,0.55613844,,-0.374423481,-0.243284234,,,-0.141601018,-0.501338131,0.720808171,-0.024999244,-0.774599694,-0.071038005,
Q96EA4,-0.054409435,-0.747010669,-0.885132401,-0.630141919,-0.414084793,-0.719249646,-0.789939561,-0.148370397,-1.724332143,-0.639819063,-0.524957822,0.29957173,-1.257813128,-0.038775485,0.113850704,-0.09191269,-0.717425149,-0.965918031,-0.714317756,-0.634977643,-0.564666279,0.229493227,-1.04842342,-0.302862389,-1.426656133,-0.792878408,0.647578746,0.139958047,-0.067634704,0.485404344,0.572387238,0.158428155,0.516386957,0.105065066,0.053353849,0.30481309,0.278489635,0.580679507,0.640464837,0.550081048,0.701975541,0.041017386,-0.493828564,0.079672915,0.567538046,0.990866497,0.338955503,0.159473762,-0.327123183,0.177106162,-0.139596411,0.760335806,0.531125072,0.458439033
Q96M93,0.826640362,0.719286351,1.079797967,,1.029727659,0.43672107,-0.003973408,0.519902914,0.85338918,0.407700233,1.344988585,-0.915660946,-0.380702122,-0.158299099,1.018455448,0.003962495,0.833791765,0.432204513,-0.60745197,0.993347629,0.395086914,1.442371168,0.917753531,0.335265639,-0.17603333,0.394077618,-0.178414376,-2.716304045,0.35588941,-0.23095794,-0.349068868,0.130584405,0.17300592,-0.718388995,-0.0496634,0.619866536,-0.490020614,0.506432071,-2.135820203,-0.089673515,0.149296639,-0.206486886,,-0.650409187,-0.655729905,0.04255121,-0.128882023,0.647612944,-0.440899462,-0.143031962,-0.201184311,-0.432705407,-1.053340415,-0.81805486
Q96MN2,-0.520919306,-0.851525423,-0.646521032,0.306239475,-0.998093913,-1.861910358,-2.646466149,-1.905865829,-0.695210499,-1.544023414,-1.467736943,-0.164749578,-0.294667958,-1.27194155,-1.142223705,-1.33996875,-1.154709058,-0.827599089,-0.215874368,-0.342515476,-0.837275051,-1.618670967,-1.055097146,-1.757571413,-0.870259218,-0.712985422,0.106035512,0.986339854,0.240683719,0.458479531,0.050329483,0.167531306,0.042102779,-0.223457741,0.459093981,-0.201775719,0.591378093,0.368723202,0.772761851,0.271028769,0.555519725,0.228665918,0.59458646,0.333755117,0.326266021,0.426450222,-0.733898864,-0.455769104,0.342785789,0.615930105,1.07038434,0.810991944,0.99504333,0.603673888
Q99805,1.022958676,-0.522298445,-0.05339555,-1.01827585,0.007163451,0.965062826,0.288198746,1.184681742,1.109612968,0.444782222,0.259319228,0.774893149,0.389423696,0.079463439,-0.224369134,0.362456523,-0.000165195,0.706422789,0.627507901,-0.060179995,0.772399892,0.853315765,0.54202833,0.651611851,0.707666971,0.913028296,0.059871318,0.149335895,-0.425795578,0.593792492,0.486361447,-0.426044542,-0.524052906,-0.391590234,-0.734604635,0,-0.492336149,-0.631064304,-0.619481185,-0.771199617,-0.763282908,-0.403654149,-0.576772254,-1.780211395,-1.011926667,-1.19136352,-0.960015892,0.142923692,-0.365174145,-1.083515585,0.077831475,-1.042000977,-0.092692902,-1.03915329
Q9BV73,-0.404898232,0.540707467,0.543990399,-0.985936301,0.108406465,0.652158733,-0.968488859,-0.233864564,0.888634849,0.159411332,-0.038958158,-0.577323947,-0.006071012,0.249068649,0.860594761,-0.059839451,1.045328199,-0.210254848,0.143237015,-0.706123775,0.628844085,0.57909538,-0.08117128,0.563845656,-0.984050471,0.086395396,-0.459210492,-0.403431611,-0.347298614,0.256689821,0.162430649,0.699087675,0.122129062,0.960373177,-0.236240576,-0.814930464,0.262385468,-0.255781299,-0.029473287,0.826104368,-0.663791392,-0.452421816,1.521176647,-0.40710346,-0.090040516,-0.907230383,-0.712006868,-0.589648834,-0.889252544,-0.828425965,-1.499556911,-1.227103048,-0.507383242,-0.66394597
Q9H568,-2.863195471,-1.501782896,-2.318283325,-0.195305388,-2.182594666,-1.737937322,-1.934934381,-2.864507453,-2.302842384,-2.230554429,-3.117704537,-1.788406069,-1.965747898,-2.008348611,-1.813320046,-1.720383266,-2.499117487,-2.311321093,-2.356849073,-2.042921948,-1.769524103,-2.154991941,-1.141133547,-2.26708149,-2.153036598,-1.804013521,0.713522306,0.843772578,0.31716531,0.516154682,0.752492178,1.090942508,0.976710853,0.767225907,0.229804833,0.69795365,0.435160093,0.945901404,0.838834462,-0.287869682,0.84535942,0.751629089,0.48267134,0.782077945,0.468746346,0.874977034,0.827334544,0.031658949,-0.261474597,0.361531222,0.613072444,-0.015039083,1.024647991,0.566189535
Q9H853,1.499444431,0.036075766,0.867664543,-0.711635111,-0.160046511,-0.403408785,0.807412289,-0.564962021,-0.925446864,-0.091417885,-0.352232253,0.035599332,-0.55258185,-0.382933301,-0.077146882,-0.24687958,-1.479197875,0.264740967,0.125931406,-0.159453721,,-0.424352729,-1.705632597,-0.697250379,0.168701918,-0.122153973,0.113940476,0.006439187,0.301853003,-0.511909814,-0.176931368,0.344304209,-0.118559383,-0.1920969,,0.143269588,0.018091829,-0.072820826,0.001001843,-1.925745866,0.773257821,1.073067684,-0.227000622,0.43053871,0.392770948,0.615832067,0.187422629,-0.106959362,-0.269091249,0.377855619,1.378771013,0.086941089,0.150831495,0.260760806
Q9H910,0.322753541,0.708925693,0.218591292,-0.606558176,0.640849732,0.528426202,0.461217745,0.744659362,0.559465933,0.738892007,0.574253678,0.016230481,0.496697006,0.186875842,0.24947296,0.262569647,0.787297929,0.120229983,-0.022615832,-0.504560394,0.193696829,0.429276787,0.376674123,-0.411264634,0.072379203,-0.071543419,-0.052777319,-0.558189388,-0.175705409,-0.473489786,-0.044258886,-0.243997413,-0.984161744,-0.073752338,-0.699983595,-0.327621948,0.004420697,0.128201027,0.218860063,-0.725118068,-0.034342991,-0.265992519,-0.544481408,0.145357862,-0.191729581,0.229146964,0.426973193,0.090725207,0.099060608,-0.466756915,0.330924659,-0.861163618,-0.45399741,-0.58802108
Q9NQI0,-0.097005743,0.758338621,0.512575071,-1.541248061,0.529368725,-0.254705322,-0.267548694,0.097192354,-0.26981822,0.383632313,0.624567407,-0.486978595,-0.075599295,0.194832368,0.531854702,-0.255010712,0.248420389,0.132837433,-0.177713126,-0.04645549,0.16557995,0.169572187,-0.958133634,0.540207626,-0.303826399,0.371408279,-0.087954918,-0.337121668,0.14416116,-0.025920303,0.021535012,-0.268215384,-0.178016623,0.002326935,-0.154321875,-0.44554743,0.358010372,0.173432968,0.191873636,-0.009831056,-0.847734439,-0.411470664,-0.355404547,-0.35525301,-0.280259138,-0.681613682,0.212359786,-0.642585373,-0.779092237,-1.346484849,-0.404323816,-1.035017574,-1.215289874,-0.566152825
Q9NWY4,-0.956296609,-1.211475719,-0.930448709,1.277807829,-0.021737065,-0.182523247,-0.476871543,-2.627147977,-1.661971857,-1.98900479,-1.418069849,-1.419785042,0.530303811,-0.857552862,-0.400049799,-1.648610022,-2.00315907,-0.202328739,-1.742990225,-0.595123457,-0.172601122,-0.594351442,,-0.707947139,-1.592711678,-0.125941243,0.191441221,-0.218076569,0.851825746,0.729063329,0.779820861,0.301381976,1.02553953,-0.340226497,1.057905971,-0.596571853,0.709386123,0.752887239,1.304289263,-0.667314814,0.601491862,-0.849130854,0.362678021,-0.765678725,-0.443877855,-0.024684643,0.446766861,0.491147608,0.76595056,0.678037558,0.34966584,0.255213908,0.676620479,0.416800179
Q9UBQ0,0.306899345,0.296077049,0.574027293,-0.997902115,-0.048174918,0.057830015,0.679427756,0.952278753,0.523357898,-0.027436473,0.206892484,0,0.055985543,0.253961988,0.53722943,0.371464993,-0.358546169,0.653515072,-1.518490822,-0.221251461,-1.0242889,0.153306942,-3.792806156,0.181756407,0.138573247,0.187779004,-0.447258576,-1.31513456,-0.462625548,-0.336013731,-0.140482812,0.171218636,-0.770159695,-0.522235866,-0.450229376,-0.808024762,-0.967549597,0.189346635,0.327142285,-0.70076594,-0.645547026,-0.979285218,-0.312334768,-0.265449948,-0.61661453,-0.201431578,0.542964264,0.133038913,-0.318990214,-0.413538374,0.551590002,0.697672648,0.050730725,-0.393128987
Q9Y2T7,0.75817244,0.821635368,0.557612359,-0.801951684,0.772007206,0.48575371,0.468067799,0.550953352,0.871938923,0.850362051,0.719783919,0.017149732,0.465499173,0.299987224,0.779331667,0.821845754,0.874718526,0.272058311,0.176999511,0.739963519,1.244075415,1.015030571,0.147988745,0.74516727,0.499863549,0.982088666,-0.296511152,-0.889099531,-0.234590841,-0.549425408,-0.228895521,-0.182495527,-0.564120443,-0.654461271,-0.452348744,-0.381026973,-0.26080356,-0.625024023,-0.427307466,-0.825665636,-0.869651672,-0.393096421,-0.16515149,-0.373337982,-0.178903631,-0.340832603,-0.042518577,-0.20630607,-0.436264986,-0.535907186,-0.362498398,-0.500942416,-0.657610597,-0.512454427
Q9Y2W6,0.928920636,0.722040256,0.608971881,-0.919224536,0.402119635,0.414393641,0.183959552,1.435200751,0.693894846,0.251815835,0.831595901,0.421533844,0.097792546,0.443843449,0.606236104,0.646252911,0.629657732,0.543764946,-0.071788962,1.063024852,0.295186779,0.792787351,1.82066576,0.94064419,0.548423595,0.530395127,-0.418788178,-0.819021614,-1.009947211,-0.897408596,0.012942812,-0.440093029,-0.700172685,-0.574623078,-0.015610725,0.117629391,0.308576299,-0.422872049,0.119474628,-0.219504772,-0.986576376,0.447893367,0.867608512,-1.206377653,-0.953356699,-0.430393063,-1.660209618,-0.457441053,-0.097865561,-0.587383713,-0.535830353,-0.711969962,-1.086925718,-0.893408929
Q9Y6A5,-1.147094111,-1.814699316,-1.64493616,0.012890262,-1.855656123,-1.991025362,-2.312683364,-1.590479368,-3.085867421,-2.752380583,-2.959694016,-1.842069551,-1.927724594,-2.671245065,-1.906054312,-1.645341563,1.443857669,0.766592208,-1.424315338,-0.101644828,-1.044534521,-0.661977688,-1.063293545,-0.7411208,-2.181516571,-0.75214099,-0.040269812,0.03498173,0.543952606,-0.63823287,0.895641258,0.255591446,0.339896428,-0.415595666,-0.010254416,-0.154800859,0.753643636,1.032666671,-0.176325587,-0.085754685,-0.136134354,0.312723557,0.344910866,-0.153055884,0.274794795,-0.214638732,0.031793562,-0.086008629,0.139659367,0.344008203,0.12930737,0.160102567,0.212820693,0.306340105
